Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
WTSQ.SFZ9CA,2019.03,12933.196,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2019.06,13177.804,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2019.09,13216.598,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2019.12,13100.393,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2020.03,12729.536,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2020.06,13075.902,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2020.09,12407.28,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2020.12,12130.493,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2021.03,12471.237,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2021.06,12978.72,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2021.09,13847.665,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2021.12,14099.354,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2022.03,14599.389,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2022.06,17916.639,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2022.09,18651.636,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2022.12,18935.532,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CA,2023.03,17826.469,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Total wholesaling,Total stocks,Current prices,Unadjusted,
WTSQ.SFZ9CAAC,1996.03,7,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1996.06,2.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1996.09,3.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1996.12,1.7,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1997.03,-0.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1997.06,-0.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1997.09,-2.9,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1997.12,3.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1998.03,3.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1998.06,1.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1998.09,4.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1998.12,1.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1999.03,-1.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1999.06,2.5,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1999.09,5.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,1999.12,6.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2000.03,10.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2000.06,11.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2000.09,9.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2000.12,11.9,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2001.03,14.7,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2001.06,10.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2001.09,9.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2001.12,15.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2002.03,16,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2002.06,10.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2002.09,-5.4,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2002.12,-23,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2003.03,-27.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2003.06,-21.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2003.09,-0.5,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2003.12,2.5,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2004.03,1.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2004.06,3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2004.09,3.5,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2004.12,4.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2005.03,6.4,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2005.06,5.4,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2005.09,8.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2005.12,5.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2006.03,2.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2006.06,3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2006.09,2.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2006.12,3.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2007.03,3.9,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2007.06,3.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2007.09,1.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2007.12,3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2008.03,4.4,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2008.06,8.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2008.09,15.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2008.12,12.5,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2009.03,6.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2009.06,-2.4,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2009.09,-10.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2009.12,-11,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2010.03,-6.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2010.06,-1.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2010.09,4.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2010.12,8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2011.03,6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2011.06,2.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2011.09,1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2011.12,1.9,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2012.03,-1.7,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2012.06,3.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2012.09,3.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2012.12,1.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2013.03,5.4,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2013.06,0.5,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2013.09,2.4,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2013.12,-0.4,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2014.03,1.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2014.06,4,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2014.09,0.9,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2014.12,6.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2015.03,4.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2015.06,3.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2015.09,5.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2015.12,5.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2016.03,4,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2016.06,1.5,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2016.09,0.5,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2016.12,0.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2017.03,2.9,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2017.06,6.9,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2017.09,7.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2017.12,8.5,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2018.03,10.3,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2018.06,11.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2018.09,13.1,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2018.12,9.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2019.03,7.5,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2019.06,4.7,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2019.09,2.2,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2019.12,1.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2020.03,-1.6,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
WTSQ.SFZ9CAAC,2020.06,-0.8,,F,PERCENT,0,Wholesale Trade Survey - WTS,"Industry by variable-(ANZSIC06)-Subannual Financial Collection, percent change",Total wholesaling,Total stocks,Current prices,Unadjusted,Percentage change from same period previous year
